conm,quarter,firm,tpuashare
PANDORA MEDIA INC,2017q4,P,0
MATADOR RESOURCES CO,2017q4,MTDR,0
BAKER HUGHES A GE CO,2017q4,BHGE,0
INTRICON CORP,2017q4,IIN,0
IMAGEWARE SYSTEMS INC,2017q4,IWSY,0
INFINERA CORP,2017q4,INFN,0
REGULUS THERAPEUTICS INC,2017q4,RGLS,0
TAYLOR MORRISON HOME CORP,2017q4,TMHC,0
SIRIUS XM HOLDINGS INC,2017q4,SIRI,0
NN INC,2017q4,NNBR,0
UNION PACIFIC CORP,2017q4,UNP,0
PARAMOUNT GROUP INC,2017q4,PGRE,0
GLU MOBILE INC,2017q4,GLUU,0
INSEEGO CORP,2017q4,INSG,0
IROBOT CORP,2017q4,IRBT,0
EXXON MOBIL CORP,2017q4,XOM,0
AMGEN INC,2017q4,AMGN,0
DIGITAL ALLY INC,2017q4,DGLY,0
WILEY (JOHN) & SONS  -CL A,2017q4,JW.A,0
1-800-FLOWERS.COM,2017q4,FLWS,0
NXT-ID INC,2017q4,NXTD,0
TENNECO INC,2017q4,TEN,0
TRINET GROUP INC,2017q4,TNET,0
SNAP INC,2017q4,SNAP,0
MTGE INVESTMENT CORP,2017q4,MTGE,0
BABCOCK & WILCOX ENTERPRISES,2017q4,BW,0
EMCORE CORP,2017q4,EMKR,0
CNO FINANCIAL GROUP INC,2017q4,CNO,0
BEMIS CO INC,2017q4,BMS,0
A V HOMES INC,2017q4,AVHI,0
C H ROBINSON WORLDWIDE INC,2017q4,CHRW,0
GMS INC,2017q4,GMS,0
PARK CITY GROUP INC,2017q4,PCYG,0
ADAMAS PHARMACEUTICALS INC,2017q4,ADMS,0
MYRIAD GENETICS INC,2017q4,MYGN,0
LENNAR CORP,2017q4,LEN,0
CARA THERAPEUTICS INC,2017q4,CARA,0
STORE CAPITAL CORP,2017q4,STOR,0
GEO GROUP INC,2017q4,GEO,0
MONSANTO CO,2017q4,MON,0
CELANESE CORP,2017q4,CE,0
CLEARSIGN COMBUSTION CORP,2017q4,CLIR,0
ALTRIA GROUP INC,2017q4,MO,0
GAIA INC,2017q4,GAIA,0
MANPOWERGROUP,2017q4,MAN,0
ENPHASE ENERGY INC,2017q4,ENPH,0
AMICUS THERAPEUTICS INC,2017q4,FOLD,0
CIVITAS SOLUTIONS INC,2017q4,CIVI,0
DOVER DOWNS GAMING & ENTMT,2017q4,DDE,0
MACQUARIE INFRASTRUCTURE CP,2017q4,MIC,0
EBAY INC,2017q4,EBAY,0
MODEL N INC,2017q4,MODN,0
KBR INC,2017q4,KBR,0
TENET HEALTHCARE CORP,2017q4,THC,0
XPO LOGISTICS INC,2017q4,XPO,0
PFSWEB INC,2017q4,PFSW,0
DHI GROUP INC,2017q4,DHX,0
CURIS INC,2017q4,CRIS,0
UNUM GROUP,2017q4,UNM,0
ANALOGIC CORP,2017q4,ALOG,0
TRIPLE-S MANAGEMENT CORP,2017q4,GTS,0
MULTI-COLOR CORP,2017q4,LABL,0
SHELL MIDSTREAM PARTNERS LP,2017q4,SHLX,0
CHENIERE ENERGY INC,2017q4,LNG,0
SIMPSON MANUFACTURING INC,2017q4,SSD,0
CLEAN ENERGY FUELS CORP,2017q4,CLNE,0
PCM INC,2017q4,PCMI,0
U S PHYSICAL THERAPY INC,2017q4,USPH,0
AMERICAN VANGUARD CORP,2017q4,AVD,0
PHILLIPS 66 PARTNERS LP,2017q4,PSXP,0
SCIENTIFIC GAMES CORP,2017q4,SGMS,0
3D SYSTEMS CORP,2017q4,DDD,0
CLOUDERA INC,2017q4,CLDR,0
TRINSEO SA,2017q4,TSE,.02596054
FIVE POINT HOLDINGS LLC,2017q4,FPH,0
ARGONAUT GOLD INC,2017q4,ARNGF,0
DOUGLAS DYNAMICS INC,2017q4,PLOW,0
MARATHON PATENT GROUP INC,2017q4,MARA,0
DONALDSON CO INC,2017q4,DCI,0
CSP INC,2017q4,CSPI,0
CONTANGO OIL & GAS CO,2017q4,MCF,0
HOSPITALITY PROPERTIES TRUST,2017q4,HPT,0
NEWFIELD EXPLORATION CO,2017q4,NFX,0
AMERCO,2017q4,UHAL,0
GENUINE PARTS CO,2017q4,GPC,0
ARCADIA BIOSCIENCES INC,2017q4,RKDA,0
KIMBALL INTERNATIONAL  -CL B,2017q4,KBAL,0
OLYMPIC STEEL INC,2017q4,ZEUS,0
TG THERAPEUTICS INC,2017q4,TGTX,0
RAYTHEON CO,2017q4,RTN,0
HUNTSMAN CORP,2017q4,HUN,0
FRANKLIN STREET PROPERTIES,2017q4,FSP,0
SYKES ENTERPRISES INC,2017q4,SYKE,0
RADIUS HEALTH INC,2017q4,RDUS,0
ALARM.COM HOLDINGS INC,2017q4,ALRM,0
AT&T INC,2017q4,T,0
MCDONALD'S CORP,2017q4,MCD,0
MERITAGE HOMES CORP,2017q4,MTH,0
CORIUM INTERNATIONAL INC,2017q4,CORI,0
TUPPERWARE BRANDS CORP,2017q4,TUP,0
TELIGENT INC,2017q4,TLGT,0
CYREN LTD,2017q4,CYRN,0
AMERICAN SOFTWARE  -CL A,2017q4,AMSWA,0
MSG NETWORKS INC,2017q4,MSGN,0
ADTRAN INC,2017q4,ADTN,0
SONIC FOUNDRY INC,2017q4,SOFO,0
PEBBLEBROOK HOTEL TRUST,2017q4,PEB,0
AEGION CORP,2017q4,AEGN,0
KB HOME,2017q4,KBH,0
CYCLACEL PHARMACEUTICALS,2017q4,CYCC,0
VERITIV CORP,2017q4,VRTV,0
DLH HOLDINGS CORP,2017q4,DLHC,0
FAIRMOUNT SANTROL HOLDINGS,2017q4,FMSA,0
GENERAL FINANCE CORP/DE,2017q4,GFN,0
HUB GROUP INC  -CL A,2017q4,HUBG,0
SINCLAIR BROADCAST GP  -CL A,2017q4,SBGI,0
GARTNER INC,2017q4,IT,0
MAGELLAN MIDSTREAM PRTNRS LP,2017q4,MMP,0
ENTRAVISION COMMUNICATIONS,2017q4,EVC,0
FERRO CORP,2017q4,FOE,0
ACME UNITED CORP,2017q4,ACU,0
OSHKOSH CORP,2017q4,OSK,0
REALTY INCOME CORP,2017q4,O,0
CREXENDO INC,2017q4,CXDO,0
KAPSTONE PAPER & PACKAGING,2017q4,KS,0
EMAGIN CORP,2017q4,EMAN,0
HORIZON GLOBAL CORP,2017q4,HZN,0
RED ROCK RESORTS INC,2017q4,RRR,0
HARMONIC INC,2017q4,HLIT,0
FIVE BELOW INC,2017q4,FIVE,0
UNIVERSAL INSURANCE HLDGS,2017q4,UVE,0
UNIVERSAL CORP/VA,2017q4,UVV,0
KARYOPHARM THERAPEUTICS INC,2017q4,KPTI,0
TRUEBLUE INC,2017q4,TBI,0
COLUMBIA PROPERTY TRUST INC,2017q4,CXP,0
NEW SENIOR INVESTMENT GROUP,2017q4,SNR,0
APPLIED DNA SCIENCES INC,2017q4,APDN,0
CALUMET SPECIALTY PRODS  -LP,2017q4,CLMT,0
ROCKY BRANDS INC,2017q4,RCKY,0
CHARLES RIVER LABS INTL INC,2017q4,CRL,0
ACI WORLDWIDE INC,2017q4,ACIW,0
CHIPOTLE MEXICAN GRILL INC,2017q4,CMG,0
CONN'S INC,2017q4,CONN,0
SEMLER SCIENTIFIC INC,2017q4,SMLR,0
QUANTA SERVICES INC,2017q4,PWR,0
INTERPUBLIC GROUP OF COS,2017q4,IPG,0
CERNER CORP,2017q4,CERN,0
FREEPORT-MCMORAN INC,2017q4,FCX,.0071209855
INTELLICHECK INC,2017q4,IDN,0
BRIXMOR PROPERTY GROUP INC,2017q4,BRX,0
FREQUENCY ELECTRONICS INC,2017q4,FEIM,0
DMC GLOBAL INC,2017q4,BOOM,0
HARDINGE INC,2017q4,HDNG,0
ONCONOVA THERAPEUTICS INC,2017q4,ONTX,0
PFIZER INC,2017q4,PFE,0
ENSYNC INC,2017q4,ESNC,0
MOLSON COORS BREWING CO,2017q4,TAP,0
GLADSTONE COMMERCIAL CORP,2017q4,GOOD,0
BOJANGLES' INC,2017q4,BOJA,0
CADENCE DESIGN SYSTEMS INC,2017q4,CDNS,0
HARVARD BIOSCIENCE INC,2017q4,HBIO,0
SUMMIT MIDSTREAM PARTNERS LP,2017q4,SMLP,0
NANOPHASE TECHNOLOGIES CORP,2017q4,NANX,0
ADVANCED ENERGY INDS INC,2017q4,AEIS,0
CHESAPEAKE LODGING TRUST,2017q4,CHSP,0
CBIZ INC,2017q4,CBZ,0
FALCONSTOR SOFTWARE INC,2017q4,FALCD,0
NETSCOUT SYSTEMS INC,2017q4,NTCT,0
SHAKE SHACK INC,2017q4,SHAK,0
FACTSET RESEARCH SYSTEMS INC,2017q4,FDS,0
ELECTRONIC ARTS INC,2017q4,EA,0
CHEMED CORP,2017q4,CHE,0
HACKETT GROUP INC,2017q4,HCKT,0
FEDEX CORP,2017q4,FDX,0
GASTAR EXPLORATION INC,2017q4,GSTCQ,0
MOVADO GROUP INC,2017q4,MOV,0
VINCE HOLDING CORP,2017q4,VNCE,0
EXTREME NETWORKS INC,2017q4,EXTR,0
COMPASS MINERALS INTL INC,2017q4,CMP,0
ALDER BIOPHARMACEUTICALS INC,2017q4,ALDR,0
TECH DATA CORP,2017q4,TECD,0
AGNC INVESTMENT CORP,2017q4,AGNC,0
TAPESTRY INC,2017q4,TPR,0
NOVELIS INC,2017q4,HND1,0
T2 BIOSYSTEMS INC,2017q4,TTOO,0
KAMAN CORP,2017q4,KAMN,0
ARTHUR J GALLAGHER & CO,2017q4,AJG,0
ICHOR HOLDINGS LTD,2017q4,ICHR,0
CHICOS FAS INC,2017q4,CHS,0
POLYONE CORP,2017q4,POL,0
DICKS SPORTING GOODS INC,2017q4,DKS,0
CALAMP CORP,2017q4,CAMP,0
ON SEMICONDUCTOR CORP,2017q4,ON,0
DESTINATION MATERNITY CORP,2017q4,DEST,0
CABLE ONE INC,2017q4,CABO,0
TIMKENSTEEL CORP,2017q4,TMST,0
FRESHPET INC,2017q4,FRPT,0
CAPITAL SOUTHWEST CORP,2017q4,CSWC,0
AKAMAI TECHNOLOGIES INC,2017q4,AKAM,0
WORLD WRESTLING ENTMT INC,2017q4,WWE,0
LATTICE SEMICONDUCTOR CORP,2017q4,LSCC,0
HILLENBRAND INC,2017q4,HI,0
TRAVELZOO,2017q4,TZOO,0
ANI PHARMACEUTICALS INC,2017q4,ANIP,0
KOSMOS ENERGY LTD,2017q4,KOS,0
JAGGED PEAK ENERGY INC,2017q4,JAG,0
OVASCIENCE INC,2017q4,OVAS,0
SCHNITZER STEEL INDS  -CL A,2017q4,SCHN,0
MINDBODY INC,2017q4,MB,0
HURON CONSULTING GROUP INC,2017q4,HURN,0
KINDRED BIOSCIENCES INC,2017q4,KIN,0
REVANCE THERAPEUTICS INC,2017q4,RVNC,0
EPAM SYSTEMS INC,2017q4,EPAM,0
EASTERLY GOVERNMENT PPTYS,2017q4,DEA,0
EKSO BIONICS HOLDINGS INC,2017q4,EKSO,0
KRATOS DEFENSE & SECURITY,2017q4,KTOS,0
BOINGO WIRELESS INC,2017q4,WIFI,0
FREDS INC,2017q4,FRED,0
KILROY REALTY CORP,2017q4,KRC,0
VOLT INFO SCIENCES INC,2017q4,VISI,0
INTEL CORP,2017q4,INTC,0
APPLE HOSPITALITY REIT INC,2017q4,APLE,0
AAC HOLDINGS INC,2017q4,AAC,0
GREEN PLAINS INC,2017q4,GPRE,0
COHU INC,2017q4,COHU,0
PROS HOLDINGS INC,2017q4,PRO,0
EXPRESS SCRIPTS HOLDING CO,2017q4,ESRX,0
GOPRO INC,2017q4,GPRO,0
BROWN & BROWN INC,2017q4,BRO,0
STRATASYS LTD,2017q4,SSYS,0
JELD-WEN HOLDING INC,2017q4,JELD,0
WELLTOWER INC,2017q4,WELL,0
STEPAN CO,2017q4,SCL,0
MOODY'S CORP,2017q4,MCO,0
WIDEPOINT CORP,2017q4,WYY,0
ENTERPRISE PRODS PRTNRS  -LP,2017q4,EPD,0
CARE.COM INC,2017q4,CRCM,0
BIO-RAD LABORATORIES INC,2017q4,BIO,0
EXLSERVICE HOLDINGS INC,2017q4,EXLS,0
PRUDENTIAL FINANCIAL INC,2017q4,PRU,0
NATIONAL CINEMEDIA LLC,2017q4,NCMI1,0
PLAINS ALL AMER PIPELNE  -LP,2017q4,PAA,0
MERCURY GENERAL CORP,2017q4,MCY,0
INVITATION HOMES INC,2017q4,INVH,0
VMWARE INC -CL A,2017q4,VMW,0
LANDS' END INC,2017q4,LE,0
NAVISTAR INTERNATIONAL CORP,2017q4,NAV,0
GROUPON INC,2017q4,GRPN,0
BROADWIND ENERGY INC,2017q4,BWEN,0
INSMED INC,2017q4,INSM,0
GERON CORP,2017q4,GERN,0
PATTERSON-UTI ENERGY INC,2017q4,PTEN,0
COMMVAULT SYSTEMS INC,2017q4,CVLT,0
INOVIO PHARMACEUTICALS INC,2017q4,INO,0
MATTERSIGHT CORP,2017q4,MATR,0
HI-CRUSH PARTNERS LP,2017q4,HCR,0
TYSON FOODS INC  -CL A,2017q4,TSN,0
POTBELLY CORP,2017q4,PBPB,0
HILTON WORLDWIDE HOLDINGS,2017q4,HLT,0
JUNIPER NETWORKS INC,2017q4,JNPR,0
SYNDAX PHARMACEUTICALS INC,2017q4,SNDX,0
HEALTH INSURANCE INNOVATIONS,2017q4,HIIQ,0
POLAR POWER INC,2017q4,POLA,0
CATALENT INC,2017q4,CTLT,0
HORNBECK OFFSHORE SVCS INC,2017q4,HOS,0
ROWAN COMPANIES PLC,2017q4,RDC,0
BROADRIDGE FINANCIAL SOLUTNS,2017q4,BR,0
NEULION INC,2017q4,NEUL,0
FLEETCOR TECHNOLOGIES INC,2017q4,FLT,0
UNVL STAINLESS & ALLOY PRODS,2017q4,USAP,0
SHUTTERFLY INC,2017q4,SFLY,0
ADVANCED EMISSIONS SOLUTIONS,2017q4,ADES,0
EXPRESS INC,2017q4,EXPR,0
LIBBEY INC,2017q4,LBY,0
SYNNEX CORP,2017q4,SNX,0
GRAMERCY PROPERTY TRUST,2017q4,GPT,0
NEWLINK GENETICS CORP,2017q4,NLNK,0
ELDORADO RESORTS INC,2017q4,ERI,0
CORNERSTONE ONDEMAND INC,2017q4,CSOD,0
DONNELLEY FINANCIAL SOLTNS,2017q4,DFIN,0
APOLLO INVESTMENT CORP,2017q4,AINV,0
CUBIC CORP,2017q4,CUB,0
FIDELITY NATIONAL INFO SVCS,2017q4,FIS,0
FMC CORP,2017q4,FMC,0
FORTUNE BRANDS HOME & SECUR,2017q4,FBHS,0
LIGHTBRIDGE CORP,2017q4,LTBR,0
E.L.F. BEAUTY INC,2017q4,ELF,0
STANDEX INTERNATIONAL CORP,2017q4,SXI,0
HOVNANIAN ENTRPRS INC  -CL A,2017q4,HOV,0
S&W SEED CO,2017q4,SANW,0
PENNEY (J C) CO,2017q4,JCP,0
AMERICAN FINANCIAL GROUP INC,2017q4,AFG,0
KIRKLAND'S INC,2017q4,KIRK,0
FRANCESCAS HOLDINGS CORP,2017q4,FRAN,0
INOVALON HOLDINGS INC,2017q4,INOV,0
ALTRA INDUSTRIAL MOTION CORP,2017q4,AIMC,0
J. ALEXANDER'S HOLDINGS INC,2017q4,JAX,0
CINCINNATI BELL INC,2017q4,CBB,0
INTRA-CELLULAR THERAPIES INC,2017q4,ITCI,0
IDT CORP,2017q4,IDT,0
MCKESSON CORP,2017q4,MCK,0
PBF LOGISTICS LP,2017q4,PBFX,0
BEST BUY CO INC,2017q4,BBY,0
IDENTIV INC,2017q4,INVE,0
SPX FLOW INC,2017q4,FLOW,0
UNIVERSAL LOGISTICS HLDGS,2017q4,ULH,0
AXOGEN INC,2017q4,AXGN,0
SUNOCO LP,2017q4,SUN,0
HISTOGENICS CORP,2017q4,HSGX,0
CLARUS CORP,2017q4,CLAR,0
TUTOR PERINI CORP,2017q4,TPC,0
PROFIRE ENERGY INC,2017q4,PFIE,0
INTERSECT ENT INC,2017q4,XENT,0
EDWARDS LIFESCIENCES CORP,2017q4,EW,0
COMFORT SYSTEMS USA INC,2017q4,FIX,0
BORGWARNER INC,2017q4,BWA,0
DUKE REALTY CORP,2017q4,DRE,0
PIONEER POWER SOLUTIONS INC,2017q4,PPSI,0
RBC BEARINGS INC,2017q4,ROLL,0
ENZO BIOCHEM INC,2017q4,ENZ,0
USG CORP,2017q4,USG,0
B&G FOODS INC,2017q4,BGS,0
INDEPENDENCE REALTY TRUST,2017q4,IRT,0
HOUGHTON MIFFLIN HARCOURT CO,2017q4,HMHC,0
ORCHIDS PAPER PRODUCTS,2017q4,TISUQ,0
MATTHEWS INTL CORP  -CL A,2017q4,MATW,0
EMPIRE STATE REALTY TR INC,2017q4,ESRT,0
PACKAGING CORP OF AMERICA,2017q4,PKG,0
FUEL TECH INC,2017q4,FTEK,0
XCEL BRANDS INC,2017q4,XELB,0
IRIDIUM COMMUNICATIONS INC,2017q4,IRDM,0
COOPER-STANDARD HOLDINGS INC,2017q4,CPS,0
ASCENT CAPITAL GROUP INC,2017q4,ASCMA,0
KEMPER CORP/DE,2017q4,KMPR,0
EZCORP INC  -CL A,2017q4,EZPW,0
PETMED EXPRESS INC,2017q4,PETS,0
FUSION TELECOMMUNICATIONS,2017q4,FSNN.1,0
HERSHA HOSPITALITY TRUST,2017q4,HT,0
CSRA INC,2017q4,CSRA,0
PDL BIOPHARMA INC,2017q4,PDLI,0
GAP INC,2017q4,GPS,0
HONEYWELL INTERNATIONAL INC,2017q4,HON,0
HILTON GRAND VACATIONS,2017q4,HGV,0
ESCO TECHNOLOGIES INC,2017q4,ESE,0
AFLAC INC,2017q4,AFL,0
CANTEL MEDICAL CORP,2017q4,CMD,0
ANDEAVOR LOGISTICS LP,2017q4,ANDX,0
REIS INC,2017q4,REIS,0
OMEROS CORP,2017q4,OMER,0
ELLIE MAE INC,2017q4,ELLI,0
ACM RESEARCH INC,2017q4,ACMR,0
CROSS COUNTRY HEALTHCARE INC,2017q4,CCRN,0
HOWARD HUGHES CORP,2017q4,HHC,0
SPECTRUM BRANDS HOLDINGS INC,2017q4,SPB.1,0
GRIFFON CORP,2017q4,GFF,0
SWITCH INC,2017q4,SWCH,0
SARATOGA INVESTMENT CORP,2017q4,SAR,0
ATKORE INTL GROUP INC,2017q4,ATKR,0
EMC INSURANCE GROUP INC,2017q4,EMCI,0
HOLOGIC INC,2017q4,HOLX,0
TREEHOUSE FOODS INC,2017q4,THS,0
FINJAN HOLDINGS INC,2017q4,FNJN,0
ORION ENERGY SYSTEMS INC,2017q4,OESX,0
LIBERTY INTERACTIVE -CONSOL,2017q4,LINT.CM,0
SHUTTERSTOCK INC,2017q4,SSTK,0
ENERGY XXI GULF COAST INC,2017q4,EGC,0
CALLON PETROLEUM CO/DE,2017q4,CPE,0
OCI PARTNERS LP,2017q4,OCIP,0
INNOSPEC INC,2017q4,IOSP,0
TWITTER INC,2017q4,TWTR,0
ECHOSTAR CORP,2017q4,SATS,0
PAYCOM SOFTWARE INC,2017q4,PAYC,0
STAMPS.COM INC,2017q4,STMP,0
MONSTER BEVERAGE CORP,2017q4,MNST,0
ENSIGN GROUP INC,2017q4,ENSG,0
DCT INDUSTRIAL TRUST INC,2017q4,DCT,0
ENERSYS,2017q4,ENS,0
FLOWERS FOODS INC,2017q4,FLO,0
ACADIA HEALTHCARE CO INC,2017q4,ACHC,0
COMPUTER TASK GROUP INC,2017q4,CTG,0
GOOD TIMES RESTAURANTS INC,2017q4,GTIM,0
TURNING POINT BRANDS INC,2017q4,TPB,0
OWENS CORNING,2017q4,OC,0
MAM SOFTWARE GROUP INC,2017q4,MAMS,0
FORTERRA INC,2017q4,FRTA,0
HORMEL FOODS CORP,2017q4,HRL,0
ITT INC,2017q4,ITT,0
EOG RESOURCES INC,2017q4,EOG,0
ENDOCYTE INC,2017q4,ECYT,0
KITE REALTY GROUP TRUST,2017q4,KRG,0
LA-Z-BOY INC,2017q4,LZB,0
J2 GLOBAL INC,2017q4,JCOM,0
RICHARDSON ELECTRONICS LTD,2017q4,RELL,0
EMPLOYERS HOLDINGS INC,2017q4,EIG,0
SELECTA BIOSCIENCES INC,2017q4,SELB,0
HERSHEY CO,2017q4,HSY,0
JUNO THERAPEUTICS INC,2017q4,JUNO,0
TECHPRECISION CORP,2017q4,TPCS,0
INTEGRATED DEVICE TECH INC,2017q4,IDTI,0
ADOBE INC,2017q4,ADBE,0
SKYWEST INC,2017q4,SKYW,0
ROGERS CORP,2017q4,ROG,0
MICRON TECHNOLOGY INC,2017q4,MU,0
WABASH NATIONAL CORP,2017q4,WNC,0
PERFORMANCE FOOD GROUP CO,2017q4,PFGC,0
PILGRIM'S PRIDE CORP,2017q4,PPC,0
SPIRIT AEROSYSTEMS HOLDINGS,2017q4,SPR,0
HARTE HANKS INC,2017q4,HHS,0
LAUDER (ESTEE) COS INC -CL A,2017q4,EL,0
FIESTA RESTAURANT GROUP INC,2017q4,FRGI,0
VOCERA COMMUNICATIONS INC,2017q4,VCRA,0
ICU MEDICAL INC,2017q4,ICUI,0
HORIZON TECHNOLOGY FINANCE,2017q4,HRZN,0
BUCKEYE PARTNERS LP,2017q4,BPL,0
WARRIOR MET COAL INC,2017q4,HCC,0
P & F INDUSTRIES  -CL A,2017q4,PFIN,0
NORTHERN TECH INTL,2017q4,NTIC,0
CONSTELLATION BRANDS,2017q4,STZ,0
INSIGHT ENTERPRISES INC,2017q4,NSIT,0
HNI CORP,2017q4,HNI,0
WORKIVA INC,2017q4,WK,0
ENTERCOM COMMUNICATIONS CORP,2017q4,ETM,0
YRC WORLDWIDE INC,2017q4,YRCW,0
OOMA INC,2017q4,OOMA,0
HORTONWORKS INC,2017q4,HDP,0
MILACRON HOLDINGS CORP,2017q4,MCRN,0
RPX CORP,2017q4,RPXC,0
NEWS CORP,2017q4,NWSA,0
MAXIMUS INC,2017q4,MMS,0
ARRIS INTERNATIONAL PLC,2017q4,ARRS,0
HENRY SCHEIN INC,2017q4,HSIC,0
LINN ENERGY INC,2017q4,LNGG,0
NAUTILUS INC,2017q4,NLS,0
LEIDOS HOLDINGS INC,2017q4,LDOS,0
AMERISOURCEBERGEN CORP,2017q4,ABC,0
RESEARCH SOLUTIONS INC,2017q4,RSSS,0
ENERGIZER HOLDINGS INC,2017q4,ENR,0
SYNTHETIC BIOLOGICS INC,2017q4,SYN,0
LYDALL INC,2017q4,LDL,0
PAYPAL HOLDINGS INC,2017q4,PYPL,0
UNIFIRST CORP,2017q4,UNF,0
BRISTOL-MYERS SQUIBB CO,2017q4,BMY,0
LEE ENTERPRISES INC,2017q4,LEE,0
LIFETIME BRANDS INC,2017q4,LCUT,0
FAMOUS DAVES OF AMERICA INC,2017q4,DAVE,0
MAXLINEAR INC,2017q4,MXL,0
LAREDO PETROLEUM INC,2017q4,LPI,0
GENERAL MILLS INC,2017q4,GIS,0
CALLIDUS SOFTWARE INC,2017q4,CALD,0
CARMAX INC,2017q4,KMX,0
PIONEER NATURAL RESOURCES CO,2017q4,PXD,0
TRANS WORLD CORP/NV,2017q4,TWOC,0
BARNES & NOBLE INC,2017q4,BKS,0
LASALLE HOTEL PROPERTIES,2017q4,LHO,0
LIBERTY PROPERTY TRUST,2017q4,LPT,0
SENIOR HOUSING PPTYS TRUST,2017q4,SNH,0
OAKTREE SPECIALTY LENDING CP,2017q4,OCSL,0
QUINSTREET INC,2017q4,QNST,0
GLADSTONE CAPITAL CORP,2017q4,GLAD,0
AMERICAN AXLE & MFG HOLDINGS,2017q4,AXL,0
CBS CORP,2017q4,CBS,0
STRATA SKIN SCIENCES INC,2017q4,SSKN,0
SERVICENOW INC,2017q4,NOW,0
INTREPID POTASH INC,2017q4,IPI,0
ALPHABET INC,2017q4,GOOGL,0
DELTA APPAREL INC,2017q4,DLA,0
KEYSIGHT TECHNOLOGIES INC,2017q4,KEYS,0
AGROFRESH SOLUTIONS INC,2017q4,AGFS,0
CEVA INC,2017q4,CEVA,0
HOOKER FURNITURE CORP,2017q4,HOFT,0
BLOCK H & R INC,2017q4,HRB,0
PUMA BIOTECHNOLOGY INC,2017q4,PBYI,0
SELECTIVE INS GROUP INC,2017q4,SIGI,0
TIMKEN CO,2017q4,TKR,0
KMG CHEMICALS INC,2017q4,KMG,0
SITO MOBILE LTD,2017q4,SITO,0
PINNACLE ENTERTAINMENT INC,2017q4,PNK,0
CORNING INC,2017q4,GLW,0
OXFORD LANE CAPITAL CORP,2017q4,OXLC,0
ATHERSYS INC,2017q4,ATHX,0
INNOVATIVE SOLTNS & SUPP INC,2017q4,ISSC,0
PALATIN TECHNOLOGIES INC,2017q4,PTN,0
PROSPECT CAPITAL CORP,2017q4,PSEC,0
INUVO INC,2017q4,INUV,0
BUCKLE INC,2017q4,BKE,0
LEVI STRAUSS & CO,2017q4,LEVI,0
LGI HOMES INC,2017q4,LGIH,0
INTERNATIONAL SEAWAYS INC,2017q4,INSW,0
RAIT FINANCIAL TRUST,2017q4,RASF,0
PRESIDIO INC,2017q4,PSDO,0
KIMBALL ELECTRONICS INC,2017q4,KE,0
QUALYS INC,2017q4,QLYS,0
DR PEPPER SNAPPLE GROUP INC,2017q4,DPS,0
VERISIGN INC,2017q4,VRSN,0
ATN INTERNATIONAL INC,2017q4,ATNI,0
TRANSATLANTIC PETROLEUM LTD,2017q4,TAT,0
CROCS INC,2017q4,CROX,0
IMMERSION CORP,2017q4,IMMR,0
NATURES SUNSHINE PRODS INC,2017q4,NATR,0
VITAL THERAPIES INC,2017q4,VTL,0
FAIR ISAAC CORP,2017q4,FICO,0
LIMELIGHT NETWORKS INC,2017q4,LLNW,0
ORGANOVO HOLDINGS INC,2017q4,ONVO,0
TABULA RASA HEALTHCARE INC,2017q4,TRHC,0
INOGEN INC,2017q4,INGN,0
LHC GROUP INC,2017q4,LHCG,0
KEMET CORP,2017q4,KEM,0
MODINE MANUFACTURING CO,2017q4,MOD,0
UMH PROPERTIES INC,2017q4,UMH,0
CHF SOLUTIONS INC,2017q4,CHFS,0
BMC STOCK HOLDINGS INC,2017q4,BMCH,0
CARROLS RESTAURANT GROUP INC,2017q4,TAST,0
PROGRESS SOFTWARE CORP,2017q4,PRGS,0
CREE INC,2017q4,CREE,0
MURPHY USA INC,2017q4,MUSA,0
SYNERGY PHARMACEUTICALS INC,2017q4,SGYPQ,0
FIRST AMERICAN FINANCIAL CP,2017q4,FAF,0
IMPERVA INC,2017q4,IMPV,0
MILLER (HERMAN) INC,2017q4,MLHR,0
LONESTAR RESOURCES US INC,2017q4,LONE,0
EVERSPIN TECHNOLOGIES INC,2017q4,MRAM,0
TARGET CORP,2017q4,TGT,0
INTREXON CORP,2017q4,XON,0
CORE MARK HOLDING CO INC,2017q4,CORE,0
BLUELINX HOLDINGS INC,2017q4,BXC,0
TTM TECHNOLOGIES INC,2017q4,TTMI,0
CLOUD PEAK ENERGY INC,2017q4,CLDPQ,0
QEP CO INC,2017q4,QEPC,0
SAFEGUARD SCIENTIFICS INC,2017q4,SFE,0
IRON MOUNTAIN INC,2017q4,IRM,0
IMPINJ INC,2017q4,PI,0
PTC THERAPEUTICS INC,2017q4,PTCT,0
NOBILIS HEALTH CORP,2017q4,HLTH,0
CLEARFIELD INC,2017q4,CLFD,0
INSULET CORP,2017q4,PODD,0
STITCH FIX INC,2017q4,SFIX,0
KEY TRONIC CORP,2017q4,KTCC,0
MOLINA HEALTHCARE INC,2017q4,MOH,0
CARDIOVASCULAR SYSTEMS INC,2017q4,CSII,0
ELECTRO SCIENTIFIC INDS INC,2017q4,ESIO,0
EASTMAN CHEMICAL CO,2017q4,EMN,0
MACY'S INC,2017q4,M,0
EMCOR GROUP INC,2017q4,EME,0
SEARS HOLDINGS CORP,2017q4,SHLDQ,0
AVID TECHNOLOGY INC,2017q4,AVID,0
TRANSMONTAIGNE PARTNERS LP,2017q4,TLP,0
NATERA INC,2017q4,NTRA,0
